text,target
ផលិតផលទៅអូស្ត្រាលី,positive
សហគ្រិនលើកទឹកចិត្តប្រើផលិតផលខ្មែរ,positive
ផលិតផលខ្មែរជាជម្រើសទី១,positive
ការលើកស្ទួយផលិតផលជាតិ,positive
ក្រុមហ៊ុនបង្កើតតាំងពីឆ្នាំ១៩៩៥,neutral
ក្រុមហ៊ុនមានអាយុកាល៣០ឆ្នាំ,neutral
ចេកណាំវ៉ាមានទីផ្សារល្អ,positive
ចេកចាស់ឬទុំក៏លក់បាន,positive
តម្លៃចេកបច្ចុប្បន្នមិនខ្ពស់,neutral
អាជីវករលក់ចេកយូរឆ្នាំ,neutral
មានចេកច្រើនប្រភេទលក់,neutral
ការរកស៊ីមានចំណេញខ្លះខាតខ្លះ,neutral
ការលក់ដូរបន្តរៀងរាល់ថ្ងៃ,neutral
មុខរបរចិញ្ចឹមជីវិតប្រចាំថ្ងៃ,neutral
ចេកណាំវ៉ាមានតម្រូវការខ្ពស់,positive
ចេកប្រើសម្រាប់សែនព្រេន,neutral
ចេកយកទៅធ្វើនំ,neutral
ចេកប្រើសម្រាប់ចេកចៀន,neutral
ចេកណាំវ៉ាមិនសូវលក់សល់,positive
តម្លៃចេកពី១៥០០ដល់៣៥០០រៀល,neutral
អាជីវករទិញចេកពីស្រុកនានា,neutral
ស្រុកបាណន់ជាប្រភពចេកសំខាន់,neutral
តម្លៃចេកឡើងចុះមិនទៀងទាត់,negative
គ្មានតម្លៃឋិតថេរ,negative
ការដឹកជញ្ជូនមានការលំបាក,negative
ថ្លៃជួលដឹកជញ្ជូនបង្កបញ្ហា,negative
លក់មិនបានអាចខាត,negative
ចំណេញតិចក៏ល្អជាងគ្មានចំណូល,positive
អាជីវករមិនឈប់រកស៊ី,positive
ទីផ្សារចេកនៅតែដំណើរការ,neutral
ចេកជាផ្លែឈើពេញនិយម,positive
ចេកជួយចិញ្ចឹមជីវិតគ្រួសារ,positive
ត្នោតខ្មែរមានប្រយោជន៍តាំងពីដើមរហូតដល់ចុង,positive
តម្លៃជ្រូករស់មានការកើនឡើងប្រសើរជាងមុនសម្រាប់កសិករ,positive
តម្លៃនេះមិនទាន់ប៉ះពាល់ដល់ប្រាក់ចំណេញរបស់អ្នកផ្គត់ផ្គង់សាច់ជ្រូក,positive
តម្លៃជ្រូករស់មិនប៉ះពាល់ដល់អ្នកបរិភោគនៅឡើយទេ,positive
ក្រសួងកសិកម្មបានបញ្ជាក់អំពីស្ថានភាពតម្លៃជ្រូករស់,neutral
តម្លៃជ្រូករស់ក្នុងរង្វង់១ម៉ឺនរៀលត្រូវបានចាត់ទុកថាសមរម្យ,positive
អ្នកផ្គត់ផ្គង់សាច់ជ្រូកធ្លាប់ទទួលបានប្រាក់ចំណេញច្រើនកន្លងមក,positive
ការចិញ្ចឹមជ្រូកច្រើនធ្វើឱ្យតម្លៃធ្លាក់ចុះក្នុងអតីតកាល,neutral
ក្រសួងនឹងចាត់វិធានការបើតម្លៃជ្រូកឡើងខ្ពស់ពេក,neutral
រដ្ឋបានអនុវត្តវិធានការការពារផលប្រយោជន៍គ្រប់ភាគី,positive
ការរក្សាស្ថេរភាពតម្លៃមានសារៈសំខាន់,positive
ការពង្រឹងខ្សែច្រវាក់តម្លៃត្រូវបានអនុវត្ត,neutral
ការសម្របសម្រួលផលិតកម្មជួយដល់ទីផ្សារ,positive
អ្នកផលិតចង់បានថ្លៃខ្ពស់,neutral
អ្នកបរិភោគចង់បានថ្លៃទាប,neutral
ការរក្សាស្ថេរភាពអាចការពារផលប្រយោជន៍ទាំងអស់,positive
ការលក់សាច់ជ្រូកនៅផ្សារធំថ្មីមិនសូវចំណេញ,negative
តម្លៃជ្រូករស់ឡើងថ្លៃបន្តិចនៅពេលចុងក្រោយ,neutral
អាជីវករមានការព្រួយបារម្ភអំពីប្រាក់ចំណេញ,negative
អាជីវករចង់ឱ្យរដ្ឋបន្តបិទការនាំចូលសាច់បង្កក,neutral
ការចិញ្ចឹមជ្រូកក្នុងស្រុកមានលទ្ធភាពផ្គត់ផ្គង់គ្រប់គ្រាន់,positive
តម្លៃសាច់ជ្រូកនៅទីផ្សារឡើងដល់២ម៉ឺនរៀល,neutral
ប្រទេសកម្ពុជាមានតម្រូវការសាច់ជ្រូកប្រមាណ៩០០០ក្បាលក្នុងមួយថ្ងៃ,neutral
តម្លៃជ្រូករស់ជួយលើកទឹកចិត្តកសិករ,positive
វិស័យចិញ្ចឹមជ្រូកមានស្ថេរភាព,positive
ការគ្រប់គ្រងតម្លៃជួយដល់ប្រព័ន្ធស្បៀងអាហារ,positive
ទីផ្សារសាច់ជ្រូកនៅតែដំណើរការធម្មតា,neutral
ការបរិភោគសាច់ជ្រូកនៅតែបន្ត,neutral
អាជីវករត្រូវប្រឈមការចំណេញតិច,negative
រដ្ឋាភិបាលត្រៀមវិធានការឆ្លើយតប,neutral
តម្លៃជ្រូករស់មិនបង្កវិបត្តិទីផ្សារ,positive
ស្ថានភាពសាច់ជ្រូកនៅតែអាចគ្រប់គ្រងបាន,positive
ការសហការរវាងភាគីពាក់ព័ន្ធមានសារៈសំខាន់,positive
កសិករដាំម្រះគ្រោងបន្តដាំ២ដងក្នុងឆ្នាំនេះ,positive
តម្លៃម្រះកើនឡើងខ្ពស់ជាងឆ្នាំមុន,positive
ម្រះមានតម្លៃដល់២០០០រៀលក្នុងមួយគីឡូក្រាម,positive
កសិករចាប់ផ្តើមប្រមូលផលម្រះនៅដើមឆ្នាំ២០២៥,neutral
ម្រះឲ្យផលជាង១០តោនក្នុងមួយរដូវ,positive
ការដាំម្រះប្រើពេលជាង៣ខែ,neutral
កសិករអាចបេះម្រះបាន៧០០គីឡូក្រាមក្នុងមួយថ្ងៃ,positive
ទីផ្សារម្រះមិនមែនជាបញ្ហាសម្រាប់ឆ្នាំនេះ,positive
ម្រះឆ្នាំនេះមានតម្លៃល្អជាងឆ្នាំមុន,positive
ឆ្នាំមុនម្រះមានតម្លៃទាបជាង,negative
ការចំណាយលើការដាំដុះមានច្រើន,neutral
កសិករអាចរកប្រាក់ដោះស្រាយគ្រួសារ,positive
កសិករមានបទពិសោធន៍ដាំម្រះយូរឆ្នាំ,positive
ការប្រើជីធម្មជាតិជួយកែលម្អទិន្នផល,positive
សត្វល្អិតប៉ះពាល់ដល់ទិន្នផលម្រះ,negative
មានការកើតផ្សិតក្នុងចម្ការម្រះ,negative
ទឹកសន្សើមស្អិតបន្ថយទិន្នផល,negative
កសិករបន្តដាំដំណាំផ្សេងៗវិលជុំ,positive
ការដាំត្រសក់និងននោងជាជម្រើសបន្ថែម,positive
ការកសិកម្មជួយបង្កើនចំណូលគ្រួសារ,positive
មានគ្រួសារដាំម្រះតែ៥ក្នុងភូមិ,neutral
កសិករផ្សេងទៀតដាំដំណាំតាមជម្រើសខ្លួន,neutral
វិស័យកសិកម្មនៅតែជាមូលដ្ឋានសេដ្ឋកិច្ច,positive
តម្លៃទីផ្សារជួយលើកទឹកចិត្តកសិករ,positive
ការដាំម្រះត្រូវការការគ្រប់គ្រងល្អ,neutral
ទិន្នផលម្រះអាស្រ័យលើអាកាសធាតុ,neutral
បទពិសោធន៍ជួយកាត់បន្ថយហានិភ័យ,positive
ត្នោតជារុក្ខជាតិមានប្រយោជន៍ច្រើន,positive
ត្នោតអាចប្រើបានគ្រប់វិស័យ,positive
ដើមត្នោតប្រើសម្រាប់សំណង់,positive
ផ្លែត្នោតអាចយកទៅធ្វើម្ហូប,positive
ទឹកត្នោតអាចធ្វើជាស្ករ,positive
ស្ករត្នោតជាផលិតផលប្រពៃណីខ្មែរ,positive
ត្នោតប្រើសម្រាប់សម្ភារៈផ្ទះបាយ,positive
ឧបករណ៍ពីត្នោតប្រើប្រាស់ប្រចាំថ្ងៃ,positive
គ្រឿងសង្ហារិមធ្វើពីត្នោតមានតម្លៃ,positive
វត្ថុអនុស្សាវរីយ៍ពីត្នោតមានភាពស្រស់ស្អាត,positive
ទឹកត្នោតអាចផឹកជាភេសជ្ជៈ,positive
ការធ្វើស្ករត្នោតត្រូវការបច្ចេកទេស,neutral
ស្ករត្នោតត្រូវវឹកដោយកម្លាំងខ្លាំង,neutral
ការវឹកស្ករត្នោតមានពីរប្រភេទ,neutral
ស្ករត្នោតមានច្រើនប្រភេទ,neutral
ស្ករត្នោតមានតម្លៃក្នុងវប្បធម៌ខ្មែរ,positive
ត្នោតជារុក្ខជាតិពាក់ព័ន្ធជីវិតប្រជាជន,positive
ការប្រើប្រាស់ត្នោតជួយរក្សាប្រពៃណី,positive
ត្នោតមានសារៈសំខាន់សម្រាប់សេដ្ឋកិច្ចជនបទ,positive
ការកែច្នៃត្នោតបង្កើតការងារ,positive
ត្នោតជាធនធានធម្មជាតិមានតម្លៃ,positive
ការអភិរក្សត្នោតមានសារៈសំខាន់,positive
ត្នោតជាផ្នែកមួយនៃអត្តសញ្ញាណខ្មែរ,positive
ការប្រើប្រាស់ត្នោតមានភាពចីរភាព,positive
ត្នោតអាចជួយលើកស្ទួយសេដ្ឋកិច្ចក្នុងស្រុក,positive
ប្រជានេសាទកំពុងសប្បាយរកត្រីនៅទំនប់ស្ទាក់ទឹកសាលាតាអនខេត្តបាត់ដំបង,positive
ឆ្នាំនេះមានហ្វូងមច្ឆាច្រើនសន្ធឹកសន្ធាប់នៅស្ទឹងសង្កែ,positive
ប្រជានេសាទសប្បាយក្នុងការបង់សំណាញ់ចាប់ត្រី,positive
អ្នកនេសាទចាប់ត្រីយកទៅធ្វើម្ហូបសម្រាប់គ្រួសារ,positive
ប្រជានេសាទខ្លះយកត្រីទៅលក់ដើម្បីរកថវិកា,positive
ស្ថានភាពនេសាទឆ្នាំនេះខុសប្លែកពីឆ្នាំមុន,neutral
មានមនុស្សជាច្រើនទៅកំសាន្តនៅទំនប់សាលាតាអន,positive
ទំនប់ស្ទាក់ទឹកសាលាតាអនមានទេសភាពស្រស់ស្អាត,positive
អ្នកទេសចរអាចគយគន់សំណង់ស្ទាក់ទឹកដ៏ធំ,positive
មានការលក់អាហារនិងចំណីនៅក្បែរទំនប់,neutral
អ្នកនេសាទទាំងលើគោកនិងលើទូករកត្រីបានច្រើន,positive
បង់តែ៤ទៅ៥សំណាញ់អាចបានត្រីមួយធុងធំ,positive
ត្រីដែលចាប់បានភាគច្រើនជាកូនត្រីរៀល,neutral
កូនត្រីលិញត្រូវបានយកទៅឆ្អើឬលក់,neutral
ប្រជាពលរដ្ឋនិយមត្រីលិញយកទៅខ,positive
ត្រីលិញមានតម្លៃខ្ពស់ជាងត្រីរៀល,positive
ត្រីលិញលក់បាន៥០០០រៀលក្នុងមួយគីឡូក្រាម,positive
ត្រីរៀលលក់បាន៤០០០រៀលក្នុងមួយគីឡូក្រាម,neutral
ត្រីរៀលត្រូវវះពោះឱ្យស្អាតទើបបានតម្លៃ,neutral
ប្រជាពលរដ្ឋមកអង្គុយទទួលទានអាហារនៅក្បែរទំនប់,positive
អ្នកមកកំសាន្តស្រូបយកខ្យល់អាកាសបរិសុទ្ធ,positive
ទំនប់សាលាតាអនភ្ជាប់ពីឃុំព្រែកហ្លួងទៅឃុំពាមឯក,neutral
ការនេសាទជួយបង្កើនជីវភាពប្រជាពលរដ្ឋ,positive
តំបន់នេសាទមានសកម្មភាពរស់រវើក,positive
ការរកត្រីឆ្នាំនេះមានលទ្ធផលល្អ,positive
សត្វកណ្ដុរប្រែងរស់នៅក្នុងស្រែតាមធម្មជាតិ,neutral
មនុស្សខ្លះដាក់អន្ទាក់ដើម្បីចាប់កណ្ដុរប្រែង,neutral
បច្ចុប្បន្នកសិករយកកណ្ដុរប្រែងមកចិញ្ចឹម,neutral
ការចិញ្ចឹមកណ្ដុរខ្វៃអាចរកចំណូលបាន,positive
កណ្ដុរខ្វៃត្រូវបានលក់លើទីផ្សារ,neutral
កសិករចាប់អារម្មណ៍លើមុខរបរនេះ,positive
មានតម្រូវការកណ្ដុរខ្វៃច្រើននៅទីផ្សារ,positive
មុខរបរនេះស្ថិតនៅស្រុកបវេលខេត្តបាត់ដំបង,neutral
លោកមុយរ៉ើនជាអតីតពលករនៅប្រទេសថៃ,neutral
លោកបានរៀនបទពិសោធន៍ចិញ្ចឹមកណ្ដុរពីថៃ,neutral
លោកចាប់ផ្តើមចិញ្ចឹមកណ្ដុរនៅឆ្នាំ២០២១,neutral
ការចិញ្ចឹមកណ្ដុរមិនពិបាក,positive
កណ្ដុរត្រូវបានដាក់ក្នុងអាងស៊ីម៉ង់,neutral
កណ្ដុរចិញ្ចឹមស៊ីអាហារដូចកណ្ដុរស្រែ,neutral
បច្ចុប្បន្នមានអាងចិញ្ចឹមជាង១០០,positive
កសិករលក់ទាំងកូនកណ្ដុរនិងសាច់,neutral
អតិថិជនអាចកុម្ម៉ង់កណ្ដុរខ្វៃបាន,positive
ក្នុងមួយខែអាចរកចំណូល៥០០ដុល្លារ,positive
អាចផ្គត់ផ្គង់សាច់កណ្ដុរ៧០ទៅ១០០គីឡូក្រាម,positive
មានអ្នកនិយមបរិភោគកណ្ដុរច្រើន,positive
កសិករខ្វះកណ្ដុរសម្រាប់ផ្គត់ផ្គង់,negative
លោកទិញកណ្ដុរពីអ្នកចិញ្ចឹមផ្សេងទៀត,neutral
លោកចែករំលែកបទពិសោធន៍ដោយមិនប្រកាន់,positive
ជីវភាពគ្រួសារបានប្រសើរឡើង,positive
មុខរបរនេះជួយផ្គត់ផ្គង់ជីវិតគ្រួសារ,positive
កសិករដាំស្ពៃក្រញាញ់បានផល១០តោន,neutral
តម្លៃស្ពៃក្រញាញ់ធ្លាក់ចុះយ៉ាងគំហុក,negative
កសិករប្រឈមនឹងការខូចចោល,negative
ស្ពៃក្រញាញ់ធ្លាក់តម្លៃដល់៣០០រៀល,negative
គ្មានអ្នកទិញនៅតម្លៃទាប,negative
កសិករបង្ហោះលក់តាមហ្វេសប៊ុក,neutral
មានប្រជាពលរដ្ឋបញ្ជាទិញតាមអនឡាញ,positive
ស្ពៃត្រូវបានលក់បានជាង១តោន,positive
ការលក់អនឡាញជួយកាត់បន្ថយការខាតបង់,positive
តម្លៃលក់អនឡាញប្រមាណ១០០០រៀល,positive
កសិករប្រឈមការខាតបង់ដោយសារតម្លៃធ្លាក់,negative
ថ្លៃពលកម្មមិនអាចដណ្តប់បាន,negative
ស្ពៃធ្លាក់ថ្លៃគ្រប់ទីកន្លែង,negative
តម្លៃខុសពីឆ្នាំមុនដែលលក់បានថ្លៃ,negative
ឆ្នាំមុនស្ពៃលក់បាន២០០០ទៅ៣០០០រៀល,negative
ស្ពៃធ្លាក់ថ្លៃជាង១សប្តាហ៍,negative
ឈ្មួញមិនសូវចុះមកទិញ,negative
តម្លៃស្ពៃនៅផ្សារក្រុងភ្នំពេញខ្ពស់ជាង,neutral
តារាងតម្លៃ ARDB បង្ហាញតម្លៃខុសគ្នា,neutral
មានសប្បុរសជនជួយទិញស្ពៃ,positive
ប្រជាជនខ្មែរជួយគាំទ្រកសិករ,positive
ស្ពៃត្រូវបានលក់បានមួយចំណែក,positive
ស្ពៃនៅសល់ជាង១០តោន,negative
បើមិនលក់ទាន់ពេលស្ពៃនឹងខូចចោល,negative
ការផ្សព្វផ្សាយតាមបណ្ដាញសង្គមមានសារៈសំខាន់,positive
កសិករប្រើបច្ចេកវិទ្យាដើម្បីជួយលក់ផល,positive
បញ្ហាតម្លៃកសិផលនៅតែជាបញ្ហាធំ,negative
ការគាំទ្រទីផ្សារកសិកម្មមានសារៈសំខាន់,positive
កសិករនៅស្រុកតំបែរដាំស្លឹកខ្ទឹមលើផ្ទៃដីជាង១០០ហិកតា,neutral
មានកសិករជិត២០០គ្រួសារចូលរួមដាំស្លឹកខ្ទឹម,neutral
ស្លឹកខ្ទឹមត្រូវបានផលិតលក់មិនក្រោម៣តោនក្នុងមួយថ្ងៃ,positive
ខ្ទឹមជារុក្ខជាតិមានក្លិនឈ្ងុយ,neutral
ប្រជាពលរដ្ឋខ្មែរនិយមប្រើខ្ទឹមជាគ្រឿងទេស,positive
ឆ្នាំ២០២៤កសិករដាំខ្ទឹមស្លឹកមានសេចក្តីសប្បាយរីករាយ,positive
ខ្ទឹមស្លឹកមានទីផ្សារល្អនិងស្រួលលក់,positive
តម្លៃខ្ទឹមស្លឹកឡើងដល់៥០០០រៀលក្នុងមួយគីឡូក្រាម,positive
ឆ្នាំមុនខ្ទឹមលក់បានត្រឹម១០០០រៀល,negative
ខ្ទឹមស្លឹកជាដំណាំងាយស្រួលដាំ,positive
ខ្ទឹមអាចប្រមូលផលក្រោយដាំ៤៥ថ្ងៃ,positive
លើដីកន្លះហិកតាអាចប្រមូលបាន៥ទៅ៦តោន,positive
ថៅកែចុះមកទិញខ្ទឹមដល់ចំការ,positive
ខ្ទឹមស្លឹកងាយលក់នៅពេលប្រមូលផល,positive
ខ្ទឹមត្រូវបានដាក់ថង់ថ្លឹង៥គីឡូក្រាម,neutral
ខ្ទឹមត្រូវដឹកទៅលក់នៅផ្សារផ្សេងៗ,neutral
ខ្ទឹមមានអំណោយផលល្អដូចឆ្នាំកន្លងទៅ,positive
ខ្ទឹមធន់នឹងអាកាសធាតុ,positive
ខ្ទឹមមិនសូវមានជំងឺឬដង្កូវស៊ី,positive
ខ្ទឹមមិនត្រូវការជាំទឹកច្រើន,positive
កសិករប្រើជីកំប៉ុស្តិ៍និងជីលាមកសត្វ,neutral
កសិករអាចដាំខ្ទឹមបាន៦ដងក្នុងមួយឆ្នាំ,positive
ដំណាំខ្ទឹមជួយឲ្យជីវភាពគ្រួសារធូរធារ,positive
ជីវភាពកសិករប្រសើរឡើងគួរឲ្យមោទនៈ,positive
លោកផុនប៉ាវកើតក្នុងគ្រួសារកសិករ,neutral
លោកផុនប៉ាវធ្លាប់មានជីវភាពខ្វះខាត,negative
លោកបានបញ្ចប់ជំនាញជួសជុលយានយន្ត,positive
ការសិក្សាបច្ចេកទេសបានផ្លាស់ប្តូរជីវិតលោក,positive
លោកក្លាយជាម្ចាស់យានដ្ឋាន,positive
លោកអាចរកចំណូលបានជាប្រចាំ,positive
គ្រួសារលោកមិនពឹងខ្លាំងលើកសិកម្មដូចមុន,positive
យានដ្ឋានរបស់លោកមានភ្ញៀវជាប់ជានិច្ច,positive
ចំណូលមានរាល់ថ្ងៃតែអាចតិចឬច្រើន,neutral
សង្គមបច្ចុប្បន្នត្រូវការអ្នកមានជំនាញ,neutral
ជំនាញបច្ចេកទេសមានសារៈសំខាន់សម្រាប់ជីវិត,positive
ជំនាញជួយអភិវឌ្ឍសង្គម,positive
លោកលើកទឹកចិត្តយុវជនឱ្យរៀនជំនាញ,positive
យុវជនគួរជ្រើសជំនាញដែលខ្លួនចូលចិត្ត,positive
ជំនាញជួយផ្គត់ផ្គង់ជីវភាពអនាគត,positive
សហគមន៍កសិករនៅស្ទឹងត្រែងដាំពោត,neutral
ឆ្នាំនេះពោតរងផលប៉ះពាល់ពីអាកាសធាតុក្តៅ,negative
ពោតដាក់គ្រាប់មិនបានពេញល្អ,negative
កសិករខាតបង់ដោយសារគ្មានអ្នកទិញ,negative
អាកាសធាតុប្រែប្រួលប៉ះពាល់ដល់ដំណាំ,negative
កសិករខាតបង់ថវិកាជាង២០ភាគរយ,negative
ការបូមទឹកមិនអាចជួយស្រោចស្រង់បាន,negative
កសិករអនុវត្តតាមបច្ចេកទេសត្រឹមត្រូវ,positive
អាកាសធាតុក្តៅហួសការស្មាន,negative
គុណភាពពោតថយចុះពីឆ្នាំមុន,negative
ពោតឆ្នាំមុនមានគ្រាប់ពេញល្អ,positive
ឆ្នាំនេះពោតថយគុណភាព១៥ទៅ២០ភាគរយ,negative
កសិករជាង៧០គ្រួសារដាំពោតរួមគ្នា,neutral
សហគមន៍ចង់រក្សាកេរ្តិ៍ឈ្មោះផលិតផល,positive
ដំណាំពោតជុំទី៣ស្ទើរតែបាត់បង់,negative
កសិករខាតដើមទុនលើការទិញប្រេងបូមទឹក,negative
ពោតក្នុងស្រុកស្រួលលក់ជាងនាំចូល,positive
អតិថិជនជឿជាក់លើប្រភពពោតក្នុងស្រុក,positive
ពោតមានរសជាតិឆ្ងាញ់,positive
ពោតឆៅមានតម្លៃ៥០០ទៅ៧០០រៀល,neutral
ពោតស្ងោរលក់បាន១០០០រៀល,neutral
ប្រជាពលរដ្ឋជាង២០០គ្រួសារដាំដំណាំផ្សំ,neutral
ដំណាំពោតជាង១៥ហិកតារងការថមថយ,negative
ពលរដ្ឋឃុំតាឡាតចូលព្រៃរកអនុផល,neutral
ពលរដ្ឋបេះផ្លែគុយនិងរើសផ្លែសំរង,neutral
ផ្លែឈើត្រូវបានកែច្នៃជាបង្អែម,positive
អនុផលព្រៃជួយបន្ថែមចំណូល,positive
ការរកអនុផលជាមុខរបរប្រជាពលរដ្ឋជនបទ,neutral
ពលរដ្ឋរើសបន្លែធម្មជាតិសម្រាប់បរិភោគ,positive
ក្នុងមួយថ្ងៃអាចរកផ្លែ៣ទៅ៥គីឡូក្រាម,neutral
ខ្លះត្រូវដេកព្រៃ១ឬ២យប់,negative
ការរកអនុផលជួយដោះស្រាយជីវភាព,positive
មុខរបរនេះជាប្រពៃណីពីដូនតា,positive
ផ្លែឈើព្រៃបច្ចុប្បន្នមិនសំបូរ,negative
ព្រៃត្រូវបានកាប់រានបាត់ធនធានធម្មជាតិ,negative
អាជ្ញាធរកំពុងមានចំណាត់ការ,positive
មេឃុំគាំទ្រការខិតខំរបស់ពលរដ្ឋ,positive
ការចូលព្រៃត្រូវជូនដំណឹងអាជ្ញាធរ,neutral
វិធានការនេះដើម្បីបង្ការហានីភ័យ,positive
ផ្លែសំរងមានតម្លៃ៥ម៉ឺនរៀលក្នុងមួយគីឡូក្រាម,positive
ផ្លែសំរងលក់នៅទីផ្សារបាន៦ម៉ឺនរៀល,positive
អតិថិជនជឿថាផ្លែសំរងល្អសុខភាព,positive
អនុផលព្រៃមានតម្លៃសេដ្ឋកិច្ច,positive
នគរបាលខណ្ឌកំបូលបានស្រាវជ្រាវករណីធាក់ប្លន់ម៉ូតូ,neutral
ជនសង្ស័យចំនួន៦នាក់ត្រូវបានឃាត់ខ្លួន,positive
ករណីធាក់ប្លន់ម៉ូតូមិនបានសម្រេច,positive
កម្លាំងសមត្ថកិច្ចបានឃាត់ខ្លួនជនសង្ស័យជាបន្តបន្ទាប់,positive
អំពើធាក់ប្លន់បានកើតមាននៅខណ្ឌកំបូល,negative
ជនរងគ្រោះបានដាក់ពាក្យបណ្តឹងទៅនគរបាល,neutral
នគរបាលបានចុះស្រាវជ្រាវភ្លាមៗ,positive
កម្លាំងជំនាញប្រើពេលត្រឹម១០ម៉ោង,positive
ក្រុមជនសង្ស័យត្រូវបានបង្ក្រាបក្រោយប្រព្រឹត្តបទល្មើស,positive
ប្រតិបត្តិការបង្ក្រាបធ្វើឡើងតាមបទបញ្ជាថ្នាក់លើ,neutral
ជនសង្ស័យត្រូវបានបញ្ជូនទៅតុលាការ,neutral
ករណីនេះកើតឡើងនៅថ្ងៃទី១៩ខែធ្នូឆ្នាំ២០២៥,neutral
ហេតុការណ៍កើតឡើងនៅវេលាយប់,neutral
អំពើប្លន់មិនបានប្រើអាវុធ,positive
ជនរងគ្រោះរងរបួសស្រាល,negative
ជនសង្ស័យធាក់ជនរងគ្រោះឲ្យដួល,negative
ក្រុមជនសង្ស័យប៉ងប្លន់យកម៉ូតូ,negative
សមត្ថកិច្ចអនុវត្តច្បាប់បានទាន់ពេល,positive
សន្តិសុខសង្គមត្រូវបានគ្រប់គ្រងល្អ,positive
អាជ្ញាធរខណ្ឌមានជ័យបន្តចុះប្រមូលជនអនាថា,neutral
ជនអនាថាស្នាក់នៅក្រោមស្ពានអាកាស,neutral
ការស្នាក់នៅក្រោមស្ពានប៉ះពាល់សណ្ដាប់ធ្នាប់,negative
អាជ្ញាធរចុះរដ្ឋបាលតាមទីតាំងផ្សេងៗ,neutral
ប្រតិបត្តិការធ្វើឡើងក្រោមការណែនាំអភិបាលខណ្ឌ,neutral
កម្លាំងគណៈបញ្ជាការឯកភាពបានសហការ,positive
អាជ្ញាធរប្រមូលជនអនាថាបាន៣២នាក់,neutral
ក្នុងចំណោមនោះមានអ្នកប្រើប្រាស់គ្រឿងញៀន,negative
ជនអនាថាប្រើប្រាស់គ្រឿងញៀនចំនួនច្រើន,negative
ការប្រើប្រាស់គ្រឿងញៀនប៉ះពាល់សង្គម,negative
អាជ្ញាធរបន្តប្រមូលជនអនាថាទៀត,neutral
ប្រតិបត្តិការប្រមូលធ្វើឡើងជាបន្តបន្ទាប់,neutral
សន្តិសុខសាធារណៈត្រូវបានលើកកម្ពស់,positive
ការចុះប្រមូលជួយរក្សាសោភ័ណភាពទីក្រុង,positive
អគ្គិភ័យឆាបឆេះរោងចក្រផលិតបារីនៅស្រុកបាទី,negative
អគាររោងចក្រត្រូវបានភ្លើងឆេះស្ទើរទាំងស្រុង,negative
មន្ត្រីជំនាញកំពុងអន្តរាគមន៍ពន្លត់ភ្លើង,positive
អគ្គិភ័យកើតឡើងនៅវេលាទាបភ្លឺ,neutral
កម្លាំងពន្លត់ប្រើរថយន្តជាច្រើនគ្រឿង,positive
ភ្លើងមិនទាន់គ្រប់គ្រងបានទាំងស្រុង,negative
អាជ្ញាធរកំពុងទប់ស្កាត់មិនឲ្យរាលដាល,positive
រោងចក្រមានទំហំធំ១០០ម៉ែត្របួនជ្រុង,neutral
ថៅកែរោងចក្រជាជនជាតិចិន,neutral
អគ្គិភ័យបណ្ដាលមកពីឆ្លងចរន្តអគ្គិសនី,neutral
មិនមានកម្មករណាម្នាក់រងរបួស,positive
ការឆ្លើយតបរបស់មន្ត្រីធ្វើបានរហ័ស,positive
អគ្គិភ័យបង្កការខូចខាតទ្រព្យសម្បត្តិ,negative
ស្ថានការណ៍ត្រូវបានតាមដានយ៉ាងជិតស្និទ្ធ,positive
នគរបាលខេត្តកែបបានចាប់ខ្លួនជនជាតិចិនម្នាក់,positive
ជនសង្ស័យបាញ់ឡើងលើមេឃ៦គ្រាប់,negative
នគរបាលដកហូតអាវុធខ្លី៤ដើម,positive
ការបង្ក្រាបធ្វើឡើងក្រោមការដឹកនាំផ្ទាល់,neutral
ជនសង្ស័យត្រូវបានឃាត់ខ្លួននៅថ្ងៃទី១៩ធ្នូ,neutral
ហេតុការណ៍កើតឡើងនៅក្រុងកែប,neutral
ជនសង្ស័យមានអាយុ៣០ឆ្នាំ,neutral
ជនសង្ស័យស្នាក់នៅផ្ទះជួល,neutral
អាវុធខ្លីត្រូវបានប្រើប្រាស់ដោយខុសច្បាប់,negative
សមត្ថកិច្ចឆែកឆេផ្ទះជួល,neutral
រកឃើញគ្រាប់កាំភ្លើងជាច្រើន,negative
មានសំបកគ្រាប់បាញ់ហើយ៣៥គ្រាប់,negative
រកឃើញគ្រាប់មិនទាន់បាញ់១៧៩គ្រាប់,negative
ជនសង្ស័យត្រូវបានសាកសួរតាមនីតិវិធី,neutral
សំណុំរឿងត្រូវបញ្ជូនទៅតុលាការ,neutral
នគរបាលស្នើសុំបណ្ដេញជនសង្ស័យចេញពីប្រទេស,positive
ការប្រើអាវុធប៉ះពាល់សន្តិសុខសង្គម,negative
ការបង្ក្រាបជួយការពារសុវត្ថិភាពសាធារណៈ,positive
អាជ្ញាធរអនុវត្តច្បាប់តាមតួនាទី,positive
ប្រតិបត្តិការនគរបាលបង្ហាញពីប្រសិទ្ធភាព,positive
សន្តិសុខក្នុងសហគមន៍ត្រូវបានពង្រឹង,positive
ការស្រាវជ្រាវធ្វើឡើងដោយម៉ត់ចត់,positive
បទល្មើសត្រូវបានបង្ក្រាបទាន់ពេល,positive
ការគ្រប់គ្រងស្ថានការណ៍ធ្វើបានល្អ,positive
